assessment_id,credit_type,internal_taxon_id,text
11090775,Reviewer,4730,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
11091140,Reviewer,4731,"Simaika, J.P., Kipping, J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
11984141,Reviewer,59781,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12004901,Reviewer,59797,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12013523,Reviewer,59755,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12018243,Reviewer,59866,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12018834,Reviewer,59800,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12019477,Reviewer,59800,"Kipping, J. & Simaika, J.P."
12021693,Reviewer,59801,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12022106,Reviewer,59801,"Kipping, J. & Clausnitzer, V. (Odonata Red List Authority)"
12027369,Reviewer,59871,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12029647,Reviewer,59805,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12037082,Reviewer,59809,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12054029,Reviewer,59893,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12055809,Reviewer,59894,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12065152,Reviewer,59821,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12066571,Reviewer,59899,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12068327,Reviewer,59822,"Kipping, J. & Simaika, J.P."
12070987,Reviewer,59824,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12071408,Reviewer,59824,"Kipping, J. & Simaika, J.P."
12080599,Reviewer,59833,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12083424,Reviewer,59835,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12089545,Reviewer,59845,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12094486,Reviewer,59854,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12095818,Reviewer,59856,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12097776,Reviewer,59858,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12111099,Reviewer,59876,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12114020,Reviewer,59879,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12114384,Reviewer,59879,"Kipping, J. & Simaika, J.P."
12116464,Reviewer,59881,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12119270,Reviewer,59964,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12119833,Reviewer,59964,"Kipping, J. & Simaika, J.P."
12121046,Reviewer,59900,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12121479,Reviewer,59900,"Kipping, J. & Simaika, J.P."
12130675,Reviewer,59968,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12131984,Reviewer,59904,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12133387,Reviewer,59905,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12135303,Reviewer,59906,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12136438,Reviewer,59981,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12137330,Reviewer,59907,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12139082,Reviewer,59908,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12139627,Reviewer,59983,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12140202,Reviewer,59983,"Kipping, J. & Simaika, J.P."
12144391,Reviewer,59986,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12145335,Reviewer,59912,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12157135,Reviewer,59995,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12161060,Reviewer,59997,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12164703,Reviewer,59925,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12165667,Reviewer,59926,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12171807,Reviewer,59937,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12173757,Reviewer,59941,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12174714,Reviewer,59942,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12176231,Reviewer,59946,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12181663,Reviewer,59951,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12187056,Reviewer,59955,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12187584,Reviewer,59955,"Kipping, J. & Simaika, J.P."
12189276,Reviewer,59956,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12190636,Reviewer,59957,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12192939,Reviewer,59959,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12193414,Reviewer,59959,"Kipping, J. & Simaika, J.P."
12196666,Reviewer,59962,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12197397,Reviewer,59969,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12198007,Reviewer,59969,"Kipping, J. & Simaika, J.P."
12199285,Reviewer,59970,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12199888,Reviewer,59970,"Kipping, J. & Simaika, J.P."
12205206,Reviewer,59974,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12205703,Reviewer,59974,"Suhling, F. & Dijkstra, K.D."
12206362,Reviewer,59975,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12206815,Reviewer,59975,"Kipping, J. & Simaika, J.P."
12210800,Reviewer,59978,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12212010,Reviewer,60060,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12219946,Reviewer,60005,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12223085,Reviewer,60076,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12228765,Reviewer,60079,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12229716,Reviewer,60010,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12230656,Reviewer,60011,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12231960,Reviewer,60013,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12232877,Reviewer,60014,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12233525,Reviewer,60015,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12233959,Reviewer,60015,"Kipping, J. & Simaika, J.P."
