CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,internal_taxon_id
TG,,,Native,Extant,,59912
SD,,,Native,Extant,,59912
BW,,,Native,Extant,,59912
ZA,,,Native,Extant,,59912
MW,,,Native,Extant,,59912
MZ,,,Native,Extant,,59912
GA,,,Native,Extant,,59912
SL,,,Native,Extant,,59912
LR,,,Native,Extant,,59912
UG,,,Native,Extant,,59912
CI,,,Native,Extant,,59912
NG,,,Native,Extant,,59912
BI,,,Origin Uncertain,Presence Uncertain,,59912
GH,,,Native,Extant,Resident,59912
MZ,,,Native,Extant,Resident,59912
MW,,,Native,Extant,Resident,59912
SD,,,Native,Presence Uncertain,,59912
KE,,,Native,Extant,Resident,59912
BJ,,,Native,Extant,Resident,59912
ZW,,,Native,Extant,Resident,59912
ZM,,,Native,Extant,Resident,59912
BI,,,Origin Uncertain,Presence Uncertain,,59912
LR,,,Native,Extant,Resident,59912
GA,,,Native,Extant,Resident,59912
ZA,,,Native,Extant,Resident,59912
BW,,,Native,Extant,Resident,59912
TG,,,Native,Extant,Resident,59912
SL,,,Native,Extant,Resident,59912
UG,,,Native,Extant,Resident,59912
CI,,,Native,Extant,Resident,59912
NG,,,Native,Extant,Resident,59912
CG,,,Native,Presence Uncertain,,59912
ET,,,Origin Uncertain,Presence Uncertain,,59912
GQ,,,Native,Presence Uncertain,,59912
CD,,,Native,Extant,Resident,59912
TZ,,,Native,Extant,Resident,59912
NA,,,Native,Extant,Resident,59912
AO,,,Native,Extant,Resident,59912
CM,,,Native,Extant,Resident,59912
SS,,,Native,Presence Uncertain,,59912
UG,,,Native,Extant,,59995
KE,,,Native,Extant,,59995
SO,,,Native,Extant,,59995
TZ,,,Native,Extant,,59995
SL,,,Origin Uncertain,Presence Uncertain,,59995
ZW,,,Native,Extant,,59995
CD,,,Native,Extant,,59995
ZM,,,Native,Extant,,59995
MZ,,,Native,Extant,,59995
BI,,,Origin Uncertain,Presence Uncertain,,59995
MW,,,Native,Extant,,59995
ZA,,,Native,Extant,,59995
UG,,,Native,Extant,Resident,59995
KE,,,Native,Extant,Resident,59995
SO,,,Native,Extant,Resident,59995
TZ,,,Native,Extant,Resident,59995
ZW,,,Native,Extant,Resident,59995
CD,,,Native,Extant,Resident,59995
ZM,,,Native,Extant,Resident,59995
MZ,,,Native,Extant,Resident,59995
TVL-MP,,,Native,Extant,Resident,59995
MW,,,Native,Extant,Resident,59995
BI,,,Origin Uncertain,Presence Uncertain,,59995
ZA,,,Native,Extant,Resident,59995
KE,,,Native,Extant,,59997
BW,,,Native,Extant,,59997
MW,,,Native,Extant,,59997
TD,,,Native,Extant,,59997
ZA,,,Native,Extant,,59997
MZ,,,Native,Extant,,59997
UG,,,Native,Extant,,59997
BI,,,Native,Extant,,59997
ET,,,Native,Extant,,59997
ZM,,,Native,Extant,,59997
ZW,,,Native,Extant,,59997
TZ,,,Native,Extant,,59997
NA,,,Native,Extant,,59997
AO,,,Native,Extant,,59997
KE,,,Native,Extant,Resident,59997
AO,,,Native,Extant,Resident,59997
NA,,,Native,Extant,Resident,59997
TZ,,,Native,Extant,Resident,59997
EG,,,Native,Extant,Resident,59997
ZW,,,Native,Extant,Resident,59997
CD,,,Native,Extant,Resident,59997
ZM,,,Native,Extant,Resident,59997
SD,,,Native,Presence Uncertain,,59997
BW,,,Native,Extant,Resident,59997
MW,,,Native,Extant,Resident,59997
TD,,,Native,Extant,Resident,59997
ZA,,,Native,Extant,Resident,59997
MZ,,,Native,Extant,Resident,59997
LS,,,Native,Extant,Resident,59997
UG,,,Native,Extant,Resident,59997
NG,,,Native,Extant,Resident,59997
BI,,,Native,Presence Uncertain,,59997
ET,,,Native,Extant,Resident,59997
SZ,,,Native,Extant,Resident,59997
ML,,,Native,Extant,Resident,59997
SS,,,Native,Presence Uncertain,,59997
UG,,,Native,Extant,Resident,59925
KE,,,Native,Extant,Resident,59925
TZ,,,Native,Presence Uncertain,,59925
ZW,,,Native,Extant,Resident,59925
ZM,,,Native,Extant,Resident,59925
MZ,,,Native,Extant,Resident,59925
ZA,,,Native,Extant,Resident,59925
BI,,,Native,Extant,Resident,59925
MW,,,Native,Extant,Resident,59925
BW,,,Native,Extant,Resident,59925
TZ,,,Origin Uncertain,Presence Uncertain,,59925
NA,,,Native,Extant,,59925
ZW,,,Native,Extant,,59925
ZM,,,Native,Extant,,59925
MZ,,,Native,Extant,,59925
ZA,,,Native,Extant,,59925
BW,,,Native,Extant,,59925
UG,,,Native,Extant,,59926
KE,,,Native,Extant,,59926
TZ,,,Native,Extant,,59926
ZW,,,Native,Extant,,59926
CD,,,Native,Extant,,59926
ZM,,,Native,Extant,,59926
MZ,,,Native,Extant,,59926
BI,,,Origin Uncertain,Presence Uncertain,,59926
MW,,,Native,Extant,,59926
ZA,,,Native,Extant,,59926
UG,,,Native,Extant,Resident,59926
KE,,,Native,Extant,Resident,59926
TZ,,,Native,Extant,Resident,59926
ZW,,,Native,Extant,Resident,59926
CD,,,Native,Presence Uncertain,,59926
ZM,,,Native,Extant,Resident,59926
MZ,,,Native,Extant,Resident,59926
ET,,,Native,Presence Uncertain,,59926
MW,,,Native,Extant,Resident,59926
BI,,,Origin Uncertain,Presence Uncertain,,59926
ZA,,,Native,Extant,Resident,59926
SD,,,Native,Presence Uncertain,,59926
SS,,,Native,Presence Uncertain,,59926
AO,,,Native,Extant,,59937
NA,,,Native,Extant,,59937
ZW,,,Native,Extant,,59937
CD,,,Native,Extant,,59937
ZM,,,Native,Extant,,59937
MZ,,,Native,Extant,,59937
ZA,,,Native,Extant,,59937
MW,,,Native,Extant,,59937
CG,,,Native,Extant,,59937
AO,,,Native,Extant,Resident,59937
NA,,,Native,Extant,Resident,59937
ZW,,,Native,Extant,Resident,59937
CD,,,Native,Extant,Resident,59937
ZM,,,Native,Extant,Resident,59937
MZ,,,Native,Extant,Resident,59937
MW,,,Native,Extant,Resident,59937
ZA,,,Native,Extant,Resident,59937
CG,,,Native,Presence Uncertain,,59937
KE,,,Native,Extant,,59941
CM,,,Native,Extant,,59941
AO,,,Native,Extant,,59941
SD,,,Native,Extant,,59941
BW,,,Native,Extant,,59941
MW,,,Native,Extant,,59941
ZA,,,Native,Extant,,59941
MZ,,,Native,Extant,,59941
UG,,,Native,Extant,,59941
NG,,,Native,Extant,,59941
BI,,,Origin Uncertain,Presence Uncertain,,59941
ZM,,,Native,Extant,,59941
CD,,,Native,Extant,,59941
ZW,,,Native,Extant,,59941
TZ,,,Native,Extant,,59941
NA,,,Native,Extant,,59941
KE,,,Native,Extant,Resident,59941
AO,,,Native,Extant,Resident,59941
CM,,,Native,Presence Uncertain,,59941
BW,,,Native,Extant,Resident,59941
MW,,,Native,Extant,Resident,59941
ZA,,,Native,Extant,Resident,59941
MZ,,,Native,Extant,Resident,59941
DZ,,,Native,Presence Uncertain,,59941
BI,,,Origin Uncertain,Presence Uncertain,,59941
ET,,,Native,Presence Uncertain,,59941
SZ,,,Native,Extant,Resident,59941
ZM,,,Native,Extant,Resident,59941
ZW,,,Native,Extant,Resident,59941
TZ,,,Native,Extant,Resident,59941
NA,,,Native,Extant,Resident,59941
SD,,,Native,Presence Uncertain,,59941
SS,,,Native,Presence Uncertain,,59941
GH,,,Native,Extant,,59942
CM,,,Native,Extant,,59942
NA,,,Native,Extant,,59942
TZ,,,Native,Extant,,59942
GM,,,Native,Extant,,59942
SD,,,Native,Extant,,59942
KE,,,Native,Extant,,59942
BJ,,,Native,Extant,,59942
ZW,,,Native,Extant,,59942
ZM,,,Native,Extant,,59942
ML,,,Native,Extant,,59942
BI,,,Origin Uncertain,Presence Uncertain,,59942
LR,,,Native,Extant,,59942
GA,,,Native,Extant,,59942
TD,,,Native,Extant,,59942
ZA,,,Native,Extant,,59942
BW,,,Native,Extant,,59942
TG,,,Native,Extant,,59942
MW,,,Native,Extant,,59942
MZ,,,Native,Extant,,59942
SL,,,Native,Extant,,59942
SO,,,Native,Extant,,59942
UG,,,Native,Extant,,59942
CI,,,Native,Extant,,59942
NG,,,Native,Extant,,59942
CG,,,Native,Extant,,59942
CF,,,Native,Extant,,59942
GQ,,,Native,Extant,,59942
CD,,,Native,Extant,,59942
GN,,,Native,Extant,,59942
GH,,,Native,Extant,Resident,59942
CM,,,Native,Extant,Resident,59942
AO,,,Native,Extant,Resident,59942
NA,,,Native,Extant,Resident,59942
TZ,,,Native,Extant,Resident,59942
GM,,,Native,Extant,Resident,59942
GN,,,Native,Extant,Resident,59942
KE,,,Native,Extant,Resident,59942
BJ,,,Native,Extant,Resident,59942
ZW,,,Native,Extant,Resident,59942
ZM,,,Native,Extant,Resident,59942
ML,,,Native,Extant,Resident,59942
BI,,,Origin Uncertain,Presence Uncertain,,59942
LR,,,Native,Extant,Resident,59942
GA,,,Native,Extant,Resident,59942
TVL-NP,,,Native,Extant,Resident,59942
TD,,,Native,Presence Uncertain,,59942
ZA,,,Native,Extant,Resident,59942
TG,,,Native,Extant,Resident,59942
BW,,,Native,Extant,Resident,59942
SD,,,Native,Extant,Resident,59942
MW,,,Native,Extant,Resident,59942
MZ,,,Native,Extant,Resident,59942
SL,,,Native,Extant,Resident,59942
SO,,,Native,Extant,Resident,59942
UG,,,Native,Extant,Resident,59942
CI,,,Native,Extant,Resident,59942
NG,,,Native,Extant,Resident,59942
CG,,,Native,Extant,Resident,59942
CF,,,Native,Extant,Resident,59942
GQ,,,Native,Extant,Resident,59942
CD,,,Native,Extant,Resident,59942
SS,,,Native,Presence Uncertain,,59942
TG,,,Native,Extant,Resident,59946
MW,,,Origin Uncertain,Presence Uncertain,,59946
ZA,,,Native,Extant,Resident,59946
MZ,,,Native,Extant,Resident,59946
SL,,,Origin Uncertain,Presence Uncertain,,59946
SN,,,Native,Presence Uncertain,,59946
UG,,,Native,Presence Uncertain,,59946
ZW,,,Native,Extant,Resident,59946
GN,,,Native,Presence Uncertain,,59946
TZ,,,Native,Extant,Resident,59946
CM,,,Origin Uncertain,Presence Uncertain,,59946
AO,,,Native,Presence Uncertain,,59946
KE,,,Native,Extant,Resident,59946
CM,,,Origin Uncertain,Presence Uncertain,,59946
ZW,,,Native,Extant,,59946
SL,,,Origin Uncertain,Presence Uncertain,,59946
MZ,,,Native,Extant,,59946
MW,,,Origin Uncertain,Presence Uncertain,,59946
ZA,,,Native,Extant,,59946
NE,,,Native,Extant,,59951
GH,,,Native,Extant,,59951
CM,,,Native,Extant,,59951
AO,,,Native,Extant,,59951
TZ,,,Native,Extant,,59951
NA,,,Native,Extant,,59951
EG,,,Native,Extant,,59951
GM,,,Native,Extant,,59951
GN,,,Native,Extant,,59951
CD,,,Native,Extant,,59951
GQ,,,Native,Extant,,59951
CF,,,Native,Extant,,59951
ET,,,Native,Extant,,59951
CG,,,Native,Extant,,59951
NG,,,Native,Extant,,59951
CI,,,Native,Extant,,59951
UG,,,Native,Extant,,59951
ZM,,,Native,Extant,,59951
ML,,,Native,Extant,,59951
BI,,,Origin Uncertain,Presence Uncertain,,59951
ST,,,Origin Uncertain,Presence Uncertain,,59951
BF,,,Native,Extant,,59951
MG,,,Native,Extant,,59951
LR,,,Native,Extant,,59951
GA,,,Native,Extant,,59951
RE,,,Native,Extant,,59951
TD,,,Native,Extant,,59951
ZA,,,Native,Extant,,59951
BW,,,Native,Extant,,59951
TG,,,Native,Extant,,59951
ZW,,,Native,Extant,,59951
BJ,,,Native,Extant,,59951
KE,,,Native,Extant,,59951
SD,,,Native,Extant,,59951
MU,,,Native,Extant,,59951
SC,,,Native,Extant,,59951
MW,,,Native,Extant,,59951
MZ,,,Native,Extant,,59951
KM,,,Native,Extant,,59951
SL,,,Native,Extant,,59951
MR,,,Native,Extant,,59951
SO,,,Native,Extant,,59951
NE,,,Native,Presence Uncertain,,59951
GH,,,Native,Extant,Resident,59951
CM,,,Native,Extant,Resident,59951
AO,,,Native,Extant,Resident,59951
TZ,,,Native,Extant,Resident,59951
NA,,,Native,Extant,Resident,59951
GM,,,Native,Extant,Resident,59951
GN,,,Native,Extant,Resident,59951
CD,,,Native,Extant,Resident,59951
ER,,,Native,Presence Uncertain,,59951
CF,,,Native,Extant,Resident,59951
GQ,,,Native,Extant,Resident,59951
ET,,,Native,Extant,Resident,59951
CG,,,Native,Extant,Resident,59951
NG,,,Native,Extant,Resident,59951
CI,,,Native,Extant,Resident,59951
UG,,,Native,Extant,Resident,59951
SO,,,Native,Extant,Resident,59951
ZM,,,Native,Extant,Resident,59951
ML,,,Native,Presence Uncertain,,59951
BI,,,Origin Uncertain,Presence Uncertain,,59951
ST,,,Origin Uncertain,Presence Uncertain,,59951
MG,,,Native,Extant,Resident,59951
BF,,,Native,Presence Uncertain,,59951
LR,,,Native,Extant,Resident,59951
GA,,,Native,Extant,Resident,59951
RE,,,Native,Extant,Resident,59951
ZA,,,Native,Extant,Resident,59951
TD,,,Native,Presence Uncertain,,59951
TG,,,Native,Extant,Resident,59951
BW,,,Native,Extant,Resident,59951
ZW,,,Native,Extant,Resident,59951
BJ,,,Native,Extant,Resident,59951
KE,,,Native,Extant,Resident,59951
DJ,,,Native,Presence Uncertain,,59951
SC,,,Native,Extant,Resident,59951
MU,,,Native,Extant,Resident,59951
MW,,,Native,Extant,Resident,59951
MZ,,,Native,Extant,Resident,59951
KM,,,Native,Extant,Resident,59951
SL,,,Native,Extant,Resident,59951
MR,,,Native,Presence Uncertain,,59951
SS,,,Native,Extant,Resident,59951
GH,,,Native,Extant,Resident,59955
AO,,,Native,Extant,Resident,59955
CM,,,Native,Extant,Resident,59955
NA,,,Native,Extant,Resident,59955
TZ,,,Native,Extant,Resident,59955
MZ,,,Native,Extant,Resident,59955
MW,,,Native,Extant,Resident,59955
SD,,,Native,Presence Uncertain,,59955
KE,,,Native,Extant,Resident,59955
BJ,,,Native,Extant,Resident,59955
ZW,,,Native,Extant,Resident,59955
ZM,,,Native,Extant,Resident,59955
BI,,,Native,Presence Uncertain,,59955
BF,,,Native,Extant,Resident,59955
LR,,,Native,Extant,Resident,59955
GA,,,Native,Extant,Resident,59955
ZA,,,Native,Extant,Resident,59955
TG,,,Native,Extant,Resident,59955
SL,,,Native,Extant,Resident,59955
SN,,,Native,Extant,Resident,59955
SO,,,Native,Presence Uncertain,,59955
UG,,,Native,Extant,Resident,59955
CI,,,Native,Extant,Resident,59955
NG,,,Native,Extant,Resident,59955
CG,,,Native,Extant,Resident,59955
ET,,,Native,Extant,Resident,59955
GQ,,,Native,Extant,Resident,59955
CF,,,Native,Extant,Resident,59955
CD,,,Native,Extant,Resident,59955
GN,,,Native,Extant,Resident,59955
SS,,,Native,Presence Uncertain,,59955
GH,,,Native,Extant,,59955
CM,,,Native,Extant,,59955
AO,,,Native,Extant,,59955
SN,,,Native,Extant,,59955
SL,,,Native,Extant,,59955
MZ,,,Native,Extant,,59955
MW,,,Native,Extant,,59955
KE,,,Native,Extant,,59955
BJ,,,Native,Extant,,59955
ZW,,,Native,Extant,,59955
ZM,,,Native,Extant,,59955
BF,,,Native,Extant,,59955
LR,,,Native,Extant,,59955
GA,,,Native,Extant,,59955
ZA,,,Native,Extant,,59955
TG,,,Native,Extant,,59955
SO,,,Native,Extant,,59955
UG,,,Native,Extant,,59955
CI,,,Native,Extant,,59955
NG,,,Native,Extant,,59955
CG,,,Native,Extant,,59955
ET,,,Native,Extant,,59955
GQ,,,Native,Extant,,59955
CF,,,Native,Extant,,59955
CD,,,Native,Extant,,59955
GN,,,Native,Extant,,59955
NA,,,Native,Extant,,59955
TZ,,,Native,Extant,,59955
GH,,,Native,Extant,,59956
AO,,,Native,Extant,,59956
SN,,,Native,Extant,,59956
SL,,,Native,Extant,,59956
MZ,,,Native,Extant,,59956
MW,,,Native,Extant,,59956
KE,,,Native,Extant,,59956
BJ,,,Native,Extant,,59956
ZW,,,Native,Extant,,59956
ZM,,,Native,Extant,,59956
ML,,,Native,Extant,,59956
BI,,,Origin Uncertain,Presence Uncertain,,59956
LR,,,Native,Extant,,59956
ZA,,,Native,Extant,,59956
BW,,,Native,Extant,,59956
UG,,,Native,Extant,,59956
GW,,,Native,Extant,,59956
CI,,,Native,Extant,,59956
NG,,,Native,Extant,,59956
CG,,,Native,Extant,,59956
ET,,,Native,Extant,,59956
CF,,,Native,Extant,,59956
GQ,,,Native,Extant,,59956
CD,,,Native,Extant,,59956
GN,,,Native,Extant,,59956
TZ,,,Native,Extant,,59956
NA,,,Native,Extant,,59956
GH,,,Native,Extant,Resident,59956
AO,,,Native,Extant,Resident,59956
CM,,,Native,Presence Uncertain,,59956
NA,,,Native,Extant,Resident,59956
TZ,,,Native,Extant,Resident,59956
MZ,,,Native,Extant,Resident,59956
MW,,,Native,Extant,Resident,59956
KE,,,Native,Extant,Resident,59956
BJ,,,Native,Extant,Resident,59956
ZW,,,Native,Extant,Resident,59956
ZM,,,Native,Extant,Resident,59956
ML,,,Native,Extant,Resident,59956
BI,,,Origin Uncertain,Presence Uncertain,,59956
LR,,,Native,Extant,Resident,59956
GA,,,Native,Presence Uncertain,,59956
ZA,,,Native,Extant,Resident,59956
BW,,,Native,Presence Uncertain,,59956
SL,,,Native,Extant,Resident,59956
SN,,,Native,Extant,Resident,59956
UG,,,Native,Extant,Resident,59956
GW,,,Native,Extant,Resident,59956
CI,,,Native,Extant,Resident,59956
NG,,,Native,Extant,Resident,59956
CG,,,Native,Extant,Resident,59956
ET,,,Native,Extant,Resident,59956
CF,,,Native,Extant,Resident,59956
GQ,,,Native,Extant,Resident,59956
CD,,,Native,Extant,Resident,59956
GN,,,Native,Extant,Resident,59956
SS,,,Native,Presence Uncertain,,59956
MZ,,,Native,Extant,,59957
MW,,,Native,Extant,,59957
MU,,,Native,Extant,,59957
SD,,,Native,Extant,,59957
KE,,,Native,Extant,,59957
ZW,,,Native,Extant,,59957
ZM,,,Native,Extant,,59957
BI,,,Origin Uncertain,Presence Uncertain,,59957
MG,,,Native,Extant,,59957
ZA,,,Native,Extant,,59957
TD,,,Native,Extant,,59957
TG,,,Native,Extant,,59957
BW,,,Native,Extant,,59957
SL,,,Native,Extant,,59957
UG,,,Native,Extant,,59957
CI,,,Native,Extant,,59957
NG,,,Native,Extant,,59957
CD,,,Native,Extant,,59957
GN,,,Native,Extant,,59957
GM,,,Native,Extant,,59957
TZ,,,Native,Extant,,59957
NA,,,Native,Extant,,59957
CM,,,Native,Extant,,59957
AO,,,Native,Extant,,59957
GH,,,Native,Extant,,59957
GH,,,Native,Extant,Resident,59957
AO,,,Native,Extant,Resident,59957
CM,,,Native,Presence Uncertain,,59957
TZ,,,Native,Extant,Resident,59957
MW,,,Native,Extant,Resident,59957
MU,,,Native,Extant,Resident,59957
SD,,,Native,Extant,Resident,59957
KE,,,Native,Extant,Resident,59957
ZW,,,Native,Extant,Resident,59957
ZM,,,Native,Extant,Resident,59957
BI,,,Origin Uncertain,Presence Uncertain,,59957
MG,,,Native,Extant,Resident,59957
BF,,,Native,Presence Uncertain,,59957
TD,,,Native,Presence Uncertain,,59957
ZA,,,Native,Extant,Resident,59957
TG,,,Native,Extant,Resident,59957
BW,,,Native,Extant,Resident,59957
MZ,,,Native,Extant,Resident,59957
SL,,,Native,Extant,Resident,59957
GW,,,Native,Extant,Resident,59957
UG,,,Native,Extant,Resident,59957
CI,,,Native,Extant,Resident,59957
NG,,,Native,Extant,Resident,59957
CG,,,Native,Presence Uncertain,,59957
CF,,,Native,Presence Uncertain,,59957
CD,,,Native,Extant,Resident,59957
GN,,,Native,Extant,Resident,59957
GM,,,Native,Extant,Resident,59957
NA,,,Native,Extant,Resident,59957
SS,,,Native,Extant,Resident,59957
GH,,,Native,Presence Uncertain,,59959
KE,,,Native,Extant,Resident,59959
AO,,,Native,Extant,Resident,59959
NA,,,Native,Extant,Resident,59959
TZ,,,Native,Extant,Resident,59959
ZW,,,Native,Extant,Resident,59959
BW,,,Native,Extant,Resident,59959
ZA,,,Native,Extant,Resident,59959
MW,,,Native,Extant,Resident,59959
MZ,,,Native,Extant,Resident,59959
SL,,,Native,Presence Uncertain,,59959
LS,,,Native,Presence Uncertain,,59959
UG,,,Native,Extant,Resident,59959
BI,,,Native,Presence Uncertain,,59959
ET,,,Native,Extant,Resident,59959
SZ,,,Native,Presence Uncertain,,59959
ZM,,,Native,Extant,Resident,59959
CD,,,Native,Extant,Resident,59959
SS,,,Native,Presence Uncertain,,59959
KE,,,Native,Extant,,59959
AO,,,Native,Extant,,59959
CM,,,Native,Extant,,59959
BW,,,Native,Extant,,59959
MW,,,Native,Extant,,59959
ZA,,,Native,Extant,,59959
MZ,,,Native,Extant,,59959
LS,,,Native,Presence Uncertain,,59959
UG,,,Native,Extant,,59959
ET,,,Native,Extant,,59959
SZ,,,Native,Presence Uncertain,,59959
ZM,,,Native,Extant,,59959
CD,,,Native,Extant,,59959
ZW,,,Native,Extant,,59959
NA,,,Native,Extant,,59959
TZ,,,Native,Extant,,59959
GH,,,Native,Extant,,59962
KE,,,Native,Extant,,59962
AO,,,Native,Extant,,59962
BJ,,,Native,Extant,,59962
CM,,,Native,Extant,,59962
SL,,,Native,Extant,,59962
GW,,,Native,Extant,,59962
UG,,,Native,Extant,,59962
CI,,,Native,Extant,,59962
BF,,,Native,Extant,,59962
NG,,,Native,Extant,,59962
CG,,,Native,Extant,,59962
ET,,,Native,Extant,,59962
CF,,,Native,Extant,,59962
ZM,,,Native,Extant,,59962
GN,,,Native,Extant,,59962
GM,,,Native,Extant,,59962
TZ,,,Native,Extant,,59962
GH,,,Native,Extant,Resident,59962
KE,,,Native,Extant,Resident,59962
CM,,,Native,Extant,Resident,59962
BJ,,,Native,Extant,Resident,59962
AO,,,Native,Extant,Resident,59962
TZ,,,Native,Extant,Resident,59962
SL,,,Native,Extant,Resident,59962
UG,,,Native,Extant,Resident,59962
GW,,,Native,Extant,Resident,59962
CI,,,Native,Extant,Resident,59962
BF,,,Native,Extant,Resident,59962
NG,,,Native,Extant,Resident,59962
CG,,,Native,Extant,Resident,59962
ET,,,Native,Extant,Resident,59962
CF,,,Native,Extant,Resident,59962
ZM,,,Native,Extant,Resident,59962
CD,,,Native,Extant,Resident,59962
GN,,,Native,Extant,Resident,59962
GM,,,Native,Extant,Resident,59962
GH,,,Native,Extant,Resident,59969
AO,,,Native,Extant,Resident,59969
CM,,,Native,Extant,Resident,59969
NA,,,Native,Extant,Resident,59969
TZ,,,Native,Extant,Resident,59969
GM,,,Native,Extant,Resident,59969
GN,,,Native,Extant,Resident,59969
CD,,,Native,Extant,Resident,59969
GQ,,,Native,Extant,Resident,59969
CF,,,Native,Extant,Resident,59969
ET,,,Native,Extant,Resident,59969
CG,,,Native,Presence Uncertain,,59969
NG,,,Native,Extant,Resident,59969
ZW,,,Native,Extant,Resident,59969
ZM,,,Native,Extant,Resident,59969
BI,,,Native,Presence Uncertain,,59969
ST,,,Native,Extant,Resident,59969
MG,,,Native,Extant,Resident,59969
BF,,,Native,Extant,Resident,59969
LR,,,Native,Extant,Resident,59969
LS,,,Native,Presence Uncertain,,59969
GA,,,Native,Extant,Resident,59969
TD,,,Native,Presence Uncertain,,59969
ZA,,,Native,Extant,Resident,59969
BW,,,Native,Extant,Resident,59969
TG,,,Native,Extant,Resident,59969
BJ,,,Native,Extant,Resident,59969
KE,,,Native,Extant,Resident,59969
SD,,,Native,Extant,Resident,59969
MW,,,Native,Extant,Resident,59969
MZ,,,Native,Extant,Resident,59969
KM,,,Native,Extant,Resident,59969
SL,,,Native,Extant,Resident,59969
SN,,,Native,Extant,Resident,59969
SO,,,Native,Extant,Resident,59969
UG,,,Native,Extant,Resident,59969
GW,,,Native,Extant,Resident,59969
CI,,,Native,Extant,Resident,59969
SS,,,Native,Extant,Resident,59969
AO,,,Native,Extant,,59969
CM,,,Native,Extant,,59969
NA,,,Native,Extant,,59969
TZ,,,Native,Extant,,59969
GM,,,Native,Extant,,59969
GN,,,Native,Extant,,59969
CD,,,Native,Extant,,59969
CF,,,Native,Extant,,59969
BJ,,,Native,Extant,,59969
ZW,,,Native,Extant,,59969
ZM,,,Native,Extant,,59969
ST,,,Native,Extant,,59969
MG,,,Native,Extant,,59969
BF,,,Native,Extant,,59969
LR,,,Native,Extant,,59969
LS,,,Native,Presence Uncertain,,59969
GA,,,Native,Extant,,59969
TD,,,Native,Extant,,59969
ZA,,,Native,Extant,,59969
BW,,,Native,Extant,,59969
TG,,,Native,Extant,,59969
KE,,,Native,Extant,,59969
SD,,,Native,Extant,,59969
MW,,,Native,Extant,,59969
MZ,,,Native,Extant,,59969
KM,,,Native,Extant,,59969
SL,,,Native,Extant,,59969
SO,,,Native,Extant,,59969
UG,,,Native,Extant,,59969
CI,,,Native,Extant,,59969
NG,,,Native,Extant,,59969
ET,,,Native,Extant,,59969
GQ,,,Native,Extant,,59969
GH,,,Native,Extant,Resident,59970
CM,,,Native,Presence Uncertain,,59970
AO,,,Native,Extant,Resident,59970
NA,,,Native,Extant,Resident,59970
TZ,,,Native,Extant,Resident,59970
GM,,,Native,Extant,Resident,59970
GN,,,Native,Extant,Resident,59970
MZ,,,Native,Extant,Resident,59970
MW,,,Native,Extant,Resident,59970
SD,,,Native,Extant,Resident,59970
KE,,,Native,Extant,Resident,59970
BJ,,,Native,Extant,Resident,59970
ZW,,,Native,Extant,Resident,59970
ZM,,,Native,Extant,Resident,59970
BI,,,Native,Presence Uncertain,,59970
LR,,,Native,Extant,Resident,59970
GA,,,Native,Extant,Resident,59970
ZA,,,Native,Extant,Resident,59970
BW,,,Native,Extant,Resident,59970
TG,,,Native,Extant,Resident,59970
SL,,,Native,Extant,Resident,59970
SN,,,Native,Extant,Resident,59970
SO,,,Native,Extant,Resident,59970
UG,,,Native,Extant,Resident,59970
GW,,,Native,Extant,Resident,59970
CI,,,Native,Extant,Resident,59970
NG,,,Native,Extant,Resident,59970
CG,,,Native,Presence Uncertain,,59970
ET,,,Native,Extant,Resident,59970
CF,,,Native,Extant,Resident,59970
GQ,,,Native,Extant,Resident,59970
CD,,,Native,Extant,Resident,59970
SS,,,Native,Extant,Resident,59970
KE,,,Native,Extant,,59970
AO,,,Native,Extant,,59970
TZ,,,Native,Extant,,59970
NA,,,Native,Extant,,59970
GM,,,Native,Extant,,59970
ZW,,,Native,Extant,,59970
CD,,,Native,Extant,,59970
ZM,,,Native,Extant,,59970
CF,,,Native,Extant,,59970
GQ,,,Native,Extant,,59970
TG,,,Native,Extant,,59970
SD,,,Native,Extant,,59970
BW,,,Native,Extant,,59970
ZA,,,Native,Extant,,59970
MW,,,Native,Extant,,59970
MZ,,,Native,Extant,,59970
GA,,,Native,Extant,,59970
SN,,,Native,Extant,,59970
SO,,,Native,Extant,,59970
UG,,,Native,Extant,,59970
CI,,,Native,Extant,,59970
NG,,,Native,Extant,,59970
ET,,,Native,Extant,,59970
KE,,,Native,Extant,Resident,59974
AO,,,Native,Extant,Resident,59974
NA,,,Native,Extant,Resident,59974
TZ,,,Native,Extant,Resident,59974
ZW,,,Native,Extant,Resident,59974
CD,,,Native,Extant,Resident,59974
ZM,,,Native,Extant,Resident,59974
BW,,,Native,Presence Uncertain,,59974
ZA,,,Native,Extant,Resident,59974
MW,,,Native,Extant,Resident,59974
MZ,,,Native,Extant,Resident,59974
SL,,,Native,Presence Uncertain,,59974
LS,,,Native,Extant,Resident,59974
UG,,,Native,Extant,Resident,59974
CPP-WC,,,Native,Extant,Resident,59974
CI,,,Native,Presence Uncertain,,59974
NG,,,Native,Presence Uncertain,,59974
BI,,,Native,Presence Uncertain,,59974
